Name,Team,Year,Gold,Silver,Bronze
Richard Fromberg,Australia,1992,0,0,0
Richard Gall,Great Britain,2020,0,0,0
Richard Gasquet,France,2012,0,0,0
Richard Gasquet,France-2,2012,0,0,1
Richard Gheel,Ireland,1988,0,0,0
Richard Greene,United States,1992,0,0,0
Richard Groenendaal,Netherlands,1992,0,0,0
Richard Hamilton,Great Britain,1996,0,0,0
Richard Hamilton,Jamaica,1988,0,0,0
Richard Harrell,South Africa,2000,0,0,0
Richard Hawn,United States,2004,0,0,0
Richard Helling,United States,1992,0,0,0
Richard Hller,Austria,1984,0,0,0
Richard Hoad,Barbados,1992,0,0,0
Richard Hooper,Ireland,1984,0,0,0
Richard Hooper,Ireland,1988,0,0,0
Richard Hortness,Canada,2008,0,0,0
Richard Hortness,Canada,2012,0,0,0
Richard Hounslow,Great Britain,2012,0,0,0
Richard Hounslow,Great Britain,2016,0,1,0
Richard Hounslow,Great Britain-2,2012,0,1,0
Richard Huebers,Germany,2020,0,0,0
Richard Ikeda,Canada,1996,0,0,0
Richard Jefferies,Great Britain,2012,0,0,0
Richard Jefferson,United States,2004,0,0,1
Richard Johnson,United States,1992,0,0,0
Richard Johnson,United States,1996,1,0,0
Richard Johnson,United States,2000,0,0,1
Richard Johnson,United States,2004,0,0,0
Richard Johnson,United States,2008,0,0,0
Richard Jones,Guyana,1996,0,0,0
Richard Jr.,Canada,2004,0,0,0
Richard Jr.,Canada,2008,0,0,0
Richard Jr.,Great Britain,1984,0,0,0
Richard Jr.,Great Britain,1988,0,0,1
Richard Jr.,Great Britain,1992,0,0,0
Richard Jr.,Great Britain,1996,0,0,0
Richard Jr.,United States,1988,0,1,0
Richard Jr.,United States,1992,0,0,0
Richard Kenah,United States,2000,0,0,0
Richard Kilty,Great Britain,2016,0,0,0
Richard Kilty,Great Britain,2020,0,1,0
Richard Kilty,Great Britain,2024,0,0,1
Richard Kovacs,Hungary,2024,0,0,0
Richard Krej,Czechoslovakia,1992,0,0,0
Richard Kruse,Great Britain,2004,0,0,0
Richard Kruse,Great Britain,2008,0,0,0
Richard Kruse,Great Britain,2012,0,0,0
Richard Kruse,Great Britain,2016,0,0,0
Richard Lambourne,United States,2008,1,0,0
Richard Lambourne,United States,2012,0,0,0
Richard Lee,United States,2024,0,1,0
Richard Leishman,Great Britain,1992,0,0,0
Richard Leman,Great Britain,1984,0,0,1
Richard Leman,Great Britain,1988,1,0,0
Richard Limo,Kenya,2000,0,0,0
Richard Litchfield,Great Britain,2024,0,0,0
Richard Lockhart,New Zealand,1988,0,0,0
Richard Louis,Barbados,1984,0,0,0
Richard Louis,Barbados,1988,0,0,0
Richard Lumb,Australia,1984,0,0,0
Richard Macquire,Australia,1996,0,0,0
Richard Mantell,Great Britain,2008,0,0,0
Richard Marton,Hungary,2020,0,0,0
Richard Marton,Hungary,2024,0,0,0
Richard Mateelong,Kenya,2008,0,0,1
Richard Maunier,France,2008,0,0,0
Richard Mayhew,South Africa,1992,0,0,0
Richard Mayhew,South Africa,1996,0,0,0
Richard Mckinney,United States,1984,0,1,0
Richard Mckinney,United States,1988,0,1,0
Richard Mckinney,United States,1992,0,0,0
Richard Merjan,Lebanon,2016,0,0,0
Richard Mitchell,Australia,1984,0,0,0
Richard Murray,Netherlands,2024,0,0,0
Richard Murray,South Africa,2012,0,0,0
Richard Murray,South Africa,2016,0,0,0
Richard Mwanza,Zambia,1988,0,0,0
Richard Myerscough,Canada,1988,0,0,0
Richard Nagy,Slovakia,2016,0,0,0
Richard Nagy,Slovakia,2020,0,0,0
Richard Nerurkar,Great Britain,1992,0,0,0
Richard Nerurkar,Great Britain,1996,0,0,0
Richard Nieuwenhuizen,Netherlands,1984,0,0,0
Richard Oppel,United States,1988,1,0,0
Richard Oruche,Nigeria,2012,0,0,0
Richard Pascal,Cayman Islands,1988,0,0,0
Richard Patterson,New Zealand,2008,0,0,0
Richard Patterson,New Zealand,2012,0,0,0
Richard Patterson,New Zealand,2016,0,0,0
Richard Paz,Philippines,1988,0,0,0
Richard Paz,Philippines,1992,0,0,0
Richard Pengelley,Australia,1984,0,0,0
Richard Pengelley,Australia,1988,0,0,0
Richard Petherick,New Zealand,2012,0,0,0
Richard Phelps,Great Britain,1992,0,0,0
Richard Phillips,Jamaica,2004,0,0,0
Richard Phillips,Jamaica,2008,0,0,0
Richard Phillips,Jamaica,2012,0,0,0
Richard Pittman,Cook Islands,1988,0,0,0
Richard Porte,Australia,2016,0,0,0
Richard Powell,Australia,1988,0,0,0
Richard Powell,Australia,1992,0,0,0
Richard Powell,United States,2008,0,0,0
Richard Priestman,Great Britain,1984,0,0,0
Richard Priestman,Great Britain,1988,0,0,1
Richard Priestman,Great Britain,1992,0,0,1
Richard Rader,United States Virgin Islands,1984,0,0,0
Richard Ratka,Germany,1992,0,0,0
Richard Reid,New Zealand,1996,0,0,0
Richard Reneberg,United States,1996,0,0,0
Richard Ringer,Germany,2016,0,0,0
Richard Ringer,Germany,2020,0,0,0
Richard Ringer,Germany,2024,0,0,0
Richard Riszdorfer,Slovakia,2000,0,0,0
Richard Riszdorfer,Slovakia,2004,0,0,1
Richard Riszdorfer,Slovakia,2008,0,1,0
Richard Rodrguez,Puerto Rico,1992,0,0,0
Richard Rodriguez,Aruba,2000,0,0,0
Richard Rowles,Australia,1996,0,0,0
Richard Rowles,Australia,2000,0,0,0
Richard Rozendaal,Netherlands,1996,0,0,0
Richard Saeger,United States,1984,1,0,0
Richard Say,Canada,2000,0,0,0
Richard Say,Canada,2004,0,0,0
Richard Say,Canada,2008,0,0,0
Richard Scheer,Seychelles,2004,0,0,0
Richard Schmidt,Germany,2008,0,0,0
Richard Schmidt,Germany,2012,1,0,0
Richard Schmidt,Germany,2016,0,1,0
Richard Schmidt,Germany,2020,0,1,0
Richard Schroeder,United States,1984,1,0,0
Richard Schroeder,United States,1988,1,0,0
Richard Schuil,Netherlands,1996,1,0,0
Richard Schuil,Netherlands,2000,0,0,0
Richard Schuil,Netherlands,2004,0,0,0
Richard Schuil,Netherlands,2012,0,0,0
Richard Schuil,Netherlands-1,2008,0,0,0
Richard Schutz,United States,1988,0,0,0
Richard Schutz,United States,1992,0,0,0
Richard Shanko,United States,1984,0,0,0
Richard Slaney,Great Britain,1984,0,0,0
Richard Smith,Great Britain,2012,0,0,0
Richard Smith,United States,1988,0,0,0
Richard Soos,Great Britain,2004,0,0,0
Richard Stanhope,Great Britain,1984,0,0,0
Richard Stanhope,Great Britain,1988,0,0,0
Richard Stanhope,Great Britain,1992,0,0,0
Richard Stauffacher,Switzerland,2004,0,0,0
Richard Stauffacher,Switzerland,2008,0,0,0
Richard Stauffacher,Switzerland,2012,0,0,0
Richard Stenhouse,Great Britain,1996,0,0,0
Richard Sunee,Mauritius,1996,0,0,0
Richard Sydenham,Great Britain,2000,0,0,0
Richard Tapper,New Zealand,1992,0,0,0
Richard Thompson,Australia,2004,0,1,0
Richard Thompson,Trinidad and Tobago,2008,1,1,0
Richard Thompson,Trinidad and Tobago,2012,0,1,0
Richard Thompson,Trinidad and Tobago,2016,0,0,0
Richard Thompson,Trinidad and Tobago,2020,0,0,0
Richard Torrez,United States,2020,0,1,0
Richard Trautmann,Germany,1992,0,0,1
Richard Trautmann,Germany,1996,0,0,1
Richard Trinkler,Switzerland,1984,0,1,0
Richard Tury,Slovakia,2024,0,0,0
Richard Vagg,Australia,1996,0,0,0
Richard Varga,Slovakia,2012,0,0,0
Richard Varga,Slovakia,2016,0,0,0
Richard Vaughan,Great Britain,2000,0,0,0
Richard Vaughan,Great Britain,2004,0,0,0
Richard Vborn,Czech Republic,2004,0,0,0
Richard Virenque,France,1996,0,0,0
Richard Virenque,France,2000,0,0,0
Richard Virenque,France,2004,0,0,0
Richard Vizcaya,Venezuela,2004,0,0,0
Richard Vizcaya,Venezuela,2008,0,0,0
Richard Vogel,Germany,2024,0,0,0
Richard Walker,Great Britain,1992,0,0,0
Richard Wearne,Australia,1996,0,0,0
Richard Weinberger,Canada,2012,0,0,1
Richard Weinberger,Canada,2016,0,0,0
Richard Weiss,Australia,1996,0,0,0
Richard Weiss,United States,1992,0,0,0
Richard Weiss,United States,1996,0,0,0
Richard Woodhall,Great Britain,1988,0,0,1
Richardson Hitchins,Haiti,2016,0,0,0
Richardson Iro,Solomon Islands,2020,0,0,0
Richarno Colin,Mauritius,2020,0,0,0
Richelle Stephens,United States,2016,0,0,0
Richer Cobas,Cuba,2016,0,0,0
Richie Porte,Australia,2020,0,0,0
Richrd Bodor,Hungary,2004,0,0,0
Richrd Bodor,Hungary,2008,0,0,0
Richrd Bognr,Hungary,2012,0,0,0
Richrd Bohus,Hungary,2012,0,0,0
Richrd Bohus,Hungary,2016,0,0,0
Richrd Mezei,Hungary,1992,0,0,0
Richrd Mezei,Hungary,2004,0,0,0
Richson Simeon,Marshall Islands,2016,0,0,0
Rick Confiance,Seychelles,2016,0,0,0
Rick Fowler,United States,2016,0,0,0
Rick Krivda,United States,2000,1,0,0
Rick Merlo,United States,2008,0,1,0
Rick Timperi,Australia,1992,0,0,0
Rick Timperi,Australia,1996,0,0,0
Rick Ven,Netherlands,2012,0,0,0
Rick Ven,Netherlands,2016,0,0,0
Rickard Levin-andersson,Sweden,2024,0,0,0
Ricky Grace,Australia,2000,0,0,0
Ricky Petrucciani,Switzerland,2020,0,0,0
Ricky Petrucciani,Switzerland,2024,0,0,0
Ricky Robertson,United States,2016,0,0,0
Ricky Rubio,Spain,2020,0,0,0
Ricky Subagja,Indonesia,1996,1,0,0
Ricky Subagja,Indonesia-2,1992,0,0,0
Ricky Subagja,Indonesia-2,2000,0,0,0
Rico Bearman,New Zealand,2024,0,0,0
Rico Freimuth,Germany,2012,0,0,0
Rico Freimuth,Germany,2016,0,0,0
Rico Lieder,Germany,1992,0,0,0
Rico Lieder,Germany,1996,0,0,0
Riddick Bowe,United States,1988,0,1,0
Ridgely Johnson,United States,1984,0,0,0
Rie Kaneto,Japan,2008,0,0,0
Rie Kaneto,Japan,2016,1,0,0
Rie Katayama,Japan,2008,0,0,0
Rie Katayama,Japan,2012,0,0,0
Rie Matsubara,Japan,2012,0,0,0
Rie Matsubara,Japan,2016,0,0,0
Rie Matsubara,Japan,2020,0,0,0
Rie Nakashima,Japan,2000,0,0,0
Rie Sato,Japan,2004,0,0,1
Rie Sato,Japan,2008,1,0,0
Rie Shito,Japan,1992,0,0,0
Rie Tanaka,Japan,2012,0,0,0
Rie Terazono,Japan,2004,0,0,0
Rie Yamaki,Japan,1996,0,0,0
Rieko Ioane,New Zealand,2016,0,0,0
Rieko Matsunaga,Japan,2000,0,0,0
Rielly Milne,United States,2024,0,0,1
Rifat Artikov,Uzbekistan,2012,0,0,0
Rifat Yildiz,Germany,1992,0,1,0
Rifat Yildiz,Germany,1996,0,0,0
Rifat Yildiz,Germany,2000,0,0,0
Rifat Yildiz,West Germany,1988,0,0,0
Rifda Irfanaluthfi,Indonesia,2024,0,0,0
Rigina Adashbaeva,Uzbekistan,2024,0,0,0
Rigoberto Reyes,Honduras,2008,0,0,0
Rigoberto Rivas,Honduras,2020,0,0,0
Rigoberto Uran,Colombia,2020,0,0,0
Rigoberto Urn,Colombia,2008,0,0,0
Rigoberto Urn,Colombia,2012,0,1,0
Rigoberto Urn,Colombia,2016,0,0,0
Rihab Elwalid,Tunisia,2020,0,0,0
Rihab Elwalid,Tunisia,2024,0,0,0
Rihards Veide,Latvia,2012,0,0,0
Riheb Al-hammami,Tunisia,2016,0,0,0
Rihito Yamamoto,Japan,2024,0,0,0
Riho Kurogi,Japan,2020,0,0,0
Riho Nakajima,Japan,1996,0,0,1
Riho Suun,Soviet Union,1988,0,0,0
Riikka Ukkola,Finland,1992,0,0,0
Riilio Rii,Vanuatu,2020,0,0,0
Riitta-Mari (-vainio),Finland,1996,0,0,0
Rik Rienks,Netherlands,2024,0,0,0
Rik Taam,Netherlands,2024,0,0,0
Rik Verbrugghe,Belgium,2000,0,0,0
Rika Ishida,Japan,2004,0,0,0
Rika Komazawa,Japan,2004,0,0,0
Rika Komazawa,Japan,2008,0,0,0
Rika Komazawa,Japan,2012,0,0,0
Rika Ogawa,Japan,2024,0,0,0
Rika Omoto,Japan,2020,0,0,0
Rika Saito,Japan,2008,0,0,0
Rika Sato,Japan,1992,0,0,0
Rika Sato,Japan,1996,0,0,0
Rika Sato,Japan-1,1992,0,0,0
Rika Sato,Japan-2,1996,0,0,0
Rika Takayama,Japan,2024,0,1,0
Rikako Ikee,Japan,2016,0,0,0
Rikako Ikee,Japan,2020,0,0,0
Rikako Ikee,Japan,2024,0,0,0
Rikako Miura,Japan,2020,0,0,0
Rikard Moorman,Netherlands,1984,0,0,0
Riker Hylton,Jamaica,2012,0,0,0
Riki Harakawa,Japan,2016,0,0,0
Riki Nakaya,Japan,2012,0,1,0
Rikke (-siegemund),Denmark,1996,0,0,0
Rikke (-siegemund),Denmark,2000,0,0,0
Rikke (-siegemund),Denmark-1,2004,0,0,0
Rikke (-siegemund),Denmark-2,1996,0,0,0
Rikke (-siegemund),Denmark-2,2004,0,0,0
Rikke Holm,Denmark,1996,0,0,0
Rikke Iversen,Denmark,2024,0,0,1
Rikke Jrgensen,Denmark,2004,1,0,0
Rikke Pedersen,Denmark,2012,0,0,0
Rikke Pedersen,Denmark,2016,0,0,1
Rikke Schmidt,Denmark,2000,1,0,0
Rikke Schmidt,Denmark,2004,1,0,0
Rikke Skov,Denmark,2004,1,0,0
Rikke Skov,Denmark,2012,0,0,0
Rikkert Faneyte,Netherlands,2000,0,0,0
Rikkoi Brathwaite,"Virgin Islands, B",2024,0,0,0
Riko Ueki,Japan,2024,0,0,0
Riku Matsuyama,Japan,2024,0,0,0
Rikuto Tamai,Japan,2020,0,0,0
Rikuto Tamai,Japan,2024,0,1,0
Rikuya Hoshino,Japan,2020,0,0,0
Rikuya Ito,Japan,2020,0,0,0
Riley Amos,United States,2024,0,0,0
Riley Day,Australia,2020,0,0,0
Riley Fitzsimmons,Australia,2016,0,0,0
Riley Fitzsimmons,Australia,2020,0,0,0
Riley Fitzsimmons,Australia,2024,0,1,0
Riley Gibbs,United States,2020,0,0,0
Riley Janes,Canada,2004,0,0,0
Riley Mants,Canada,1996,0,0,0
Riley Mccormick,Canada,2008,0,0,0
Riley Mccormick,Canada,2012,0,0,0
Riley Melanson,Canada,2024,0,0,0
Riley Salmon,United States,2004,0,0,0
Riley Salmon,United States,2008,1,0,0
Rim Hassan,Egypt,1984,0,0,0
Rim Jong-sim,North Korea,2012,1,0,0
Rim Jong-sim,North Korea,2016,1,0,0
Rim Jouini,Tunisia,2012,0,0,0
Rim Nakamura,Japan,2020,0,0,0
Rima (sypkuvien-),Austria,2000,0,0,0
Rima Farid,Jordan,2012,0,0,0
Rima Kashafutdinova,Kazakhstan,2016,0,0,0
Rimantas Kauknas,Lithuania,2008,0,0,0
Rimantas Kauknas,Lithuania,2012,0,0,0
Rimas Kurtinaitis,Lithuania,1992,0,0,1
Rimas Kurtinaitis,Lithuania,1996,0,0,1
Rimas Kurtinaitis,Soviet Union,1988,1,0,0
Rimu Nakamura,Japan,2024,0,0,0
Rimvydas Alius,Lithuania,2004,0,0,0
Rimvydas Alius,Lithuania,2008,0,0,0
Rina (-bradshaw),Australia,2004,0,0,0
Rina Bjarnason,Australia,2000,0,0,0
Rina Kishi,Japan,2024,0,0,0
Rina Puspitasari,Indonesia,2004,0,0,0
Rina Puspitasari,Indonesia,2008,0,0,0
Rinat Ibragimov,Kazakhstan,2008,0,0,0
Rinat Ibragimov,Kazakhstan,2012,0,0,0
Ringa Ropo-junnila,Finland,1992,0,0,0
Rinka Duijndam,Netherlands,2020,0,0,0
Rinka Duijndam,Netherlands,2024,0,0,0
Rinka Matsuda,Japan,2024,0,0,0
Rinko Sakata,Japan,2000,0,0,0
Rinko Sakata,Japan-1,2000,0,0,0
Rinky Hijikata,Australia,2024,0,0,0
Rino Buric,Croatia,2024,0,1,0
Rino Goshima,Japan,2024,0,0,0
Rinov Rivaldy,Indonesia,2024,0,0,0
Rinzi Lham,Bhutan,1984,0,0,0
Rio Azuma,Japan,2020,0,0,0
Rio Mitcham,Great Britain,2024,0,0,0
Rio Shirai,Japan,2020,0,0,0
Rio Shirai,Japan,2024,0,0,0
Rio Suryana,Australia,2000,0,0,0
Rio Suryana,Australia-2,2000,0,0,0
Rio Waida,Indonesia,2020,0,0,0
Rio Waida,Indonesia,2024,0,0,0
Rio Watari,Japan,2016,0,0,0
Rion Ishikawa,Japan,2024,0,0,0
Rira Suzuki,Japan,2024,0,0,0
Ririka Hironaka,Japan,2020,0,0,0
Risa Kazumi,Japan,1996,0,0,0
Risa Nishioka,Japan,2020,0,0,0
Risa Shigetomo,Japan,2012,0,0,0
Risa Shimizu,Japan,2020,0,0,0
Risa Shimizu,Japan,2024,0,0,0
Risa Shinnabe,Japan,2012,0,0,1
Risa Sugawara,Japan,1996,0,0,0
Risa Takashima,Japan,2024,0,0,1
Risako Kawai,Japan,2016,1,0,0
Risako Kawai,Japan,2020,1,0,0
Risako Mitsui,Japan,2012,0,0,0
Risako Mitsui,Japan,2016,0,0,2
Rishat Khaibullin,Kazakhstan,2020,0,0,0
Rishat Mansurov,Kazakhstan,1996,0,0,0
Rishat Shafikov,Russia,1996,0,0,0
Rishiram Pradhan,Nepal,1988,0,0,0
Rishod Sobirov,Uzbekistan,2008,0,0,1
Rishod Sobirov,Uzbekistan,2012,0,0,1
Rishod Sobirov,Uzbekistan,2016,0,0,1
Risi Pouri-lane,New Zealand,2020,1,0,0
Risi Pouri-lane,New Zealand,2024,1,0,0
Risn Smyth,Ireland,1984,0,0,0
Ristananna Tracey,Jamaica,2016,0,0,0
Riste Pandev,Macedonia,2016,0,0,0
Risto Mtas,Estonia,2012,0,0,0
Risto Mtas,Estonia,2016,0,0,0
Risto Ulmala,Finland,1992,0,0,0
Risto Ulmala,Finland,1996,0,0,0
Rita (-buck),United States,1984,0,1,0
Rita (-rmer),Germany,2000,0,1,1
Rita (-schnenberger),Switzerland,1988,0,0,0
Rita Borbs,Hungary,2008,0,0,0
Rita Borralho,Portugal,1984,0,0,0
Rita Caramignoli,Italy,2020,0,0,0
Rita Chikwelu,Nigeria,2008,0,0,0
Rita Defauw,Belgium,1988,0,0,0
Rita Deli,Hungary,2000,0,1,0
Rita Drvucz,Hungary,2004,0,0,0
Rita Drvucz,Hungary,2008,0,0,0
Rita Drvucz,Hungary,2012,0,0,0
Rita Gonalves,Portugal,2012,0,0,0
Rita Grande,Italy,1996,0,0,0
Rita Grande,Italy,2000,0,0,0
Rita Inncsi,Hungary,1992,0,0,0
Rita Inncsi,Hungary,1996,0,0,0
Rita Inncsi,Hungary,2000,0,0,0
Rita Jong,Netherlands,1992,0,0,0
Rita Jong,Netherlands,1996,0,0,0
Rita Kbn,Hungary,1988,0,1,0
Rita Kbn,Hungary,1992,1,1,1
Rita Kbn,Hungary,1996,1,0,0
Rita Kbn,Hungary,2000,0,1,0
Rita Keszthelyi,Hungary,2012,0,0,0
Rita Keszthelyi,Hungary,2016,0,0,0
Rita Keszthelyi,Hungary,2020,0,0,1
Rita Keszthelyi,Hungary,2024,0,0,0
Rita Kis,Hungary,2000,0,0,0
Rita Kovcs,Hungary,1996,0,0,0
Rita Kster,Germany,1992,0,0,0
Rita Larrazbal,Spain,1992,0,0,0
Rita Luna,Guatemala,2008,0,0,0
Rita Martn,Spain,1992,0,0,0
Rita Massey,Puerto Rico,1988,0,0,0
Rita Massey,Puerto Rico,1992,0,0,0
Rita Muoz,Mexico,2012,0,0,0
Rita Nemes,Hungary,2024,0,0,0
Rita Nwadike,Nigeria,2000,0,0,0
Rita Nwadike,Nigeria,2004,0,0,0
Rita Ramanauskait,Lithuania,1996,0,0,0
Rita Ramanauskait,Lithuania,2000,0,0,0
Rita Ramanauskait,Lithuania,2004,0,0,0
Rita Razmait,Lithuania,1992,0,0,0
Rita Razmait,Lithuania,1996,0,0,0
Rita Rcsei,Hungary,2016,0,0,0
Rita Recsei,Hungary,2024,0,0,0
Rita Todorova,Bulgaria,1988,0,0,0
Rita Zeqiri,Kosovo,2016,0,0,0
Ritsu Doan,Japan,2020,0,0,0
Ritva (-melender),Finland,1992,0,0,0
Ritva Laihorinne-marjamaa,Finland,1984,0,0,0
Ritvars Suharevs,Latvia,2020,0,0,0
Ritvars Suharevs,Latvia,2024,0,0,0
Rival (-payet),Seychelles,1992,0,0,0
Rival (-payet),Seychelles,1996,0,0,0
Rivaldo Coetzee,South Africa,2016,0,0,0
Rivo Vesik,Estonia,2008,0,0,0
Rivomanantsoa Andriamaonju,France,1992,0,0,0
Riyadh Al-mustafa,Bahrain,2004,0,0,0
Riyadh Al-mustafa,Bahrain,2008,0,0,0
Riyoung Lee,Korea,2024,0,0,0
Riyu Ohta,Japan,2024,0,0,0
Riza Kayaalp,Turkey,2020,0,0,1
Rizki Juniansyah,Indonesia,2024,1,0,0
Rizlen Al-zouak,Morocco,2012,0,0,0
Rizlen Al-zouak,Morocco,2016,0,0,0
Rizvan Gadzhiyev,Belarus,2008,0,0,0
Rj Barrett,Canada,2024,0,0,0
Rka Gyrgy,Hungary,2016,0,0,0
Rka Jani,Hungary,2016,0,0,0
Rka Nagy,Hungary,2008,0,0,0
Rka Pecz,Hungary,2008,0,0,0
Rkarur Rkarsson,Iceland,2000,0,0,0
Rkia El,Morocco,2020,0,0,0
Rmi Garsau,France,2016,0,0,0
Rmi Pauriol,France,2008,0,0,0
Rmi Saudadier,France,2016,0,0,0
Rmulo Monteiro,Brazil,2012,0,1,0
Rmulo Rodrguez,Mexico,2000,0,0,0
Rmulo Silva,Brazil,2004,0,0,0
Rmy Geoffroy,France,1988,0,0,0
Rnar (ovtinnikov-),Iceland,1996,0,0,0
Rnar (ovtinnikov-),Iceland,2000,0,0,0
Rnar (ovtinnikov-),Iceland,2004,0,0,0
Rnar Sigtryggsson,Iceland,2004,0,0,0
Rnelle Lamote,France,2016,0,0,0
Ro Chol-ok,North Korea,2012,0,0,0
Ro Dakuwaqa,Fiji,2016,1,0,0
Ro Hyon-il,North Korea,1992,0,0,0
Ro'l Yellin,Israel,2000,0,0,0
Ro'l Yellin,Israel,2004,0,0,0
Roald Noort,Netherlands,1984,0,0,0
Roar Skaane,Norway,1992,0,0,0
Rob Compas,Netherlands,1992,0,0,0
Rob Derikx,Netherlands,2004,0,1,0
Rob Derikx,Netherlands,2008,0,0,0
Rob Muffels,Germany,2020,0,0,0
Rob Paller,Israel,2020,0,0,0
Rob Reckers,Netherlands,2004,0,1,0
Rob Reckers,Netherlands,2008,0,0,0
Rob Wildenberg,Netherlands,2008,0,0,0
Roba Chebute,Ethiopia,2008,0,0,0
Roba Chebute,Ethiopia,2012,0,0,0
Robbe Ghys,Belgium,2020,0,0,0
Robbert Bakker,Netherlands,1988,0,0,0
Robbert Brebde,Netherlands,2000,0,0,0
Robbert Kemperman,Netherlands,2012,0,1,0
Robbert Kemperman,Netherlands,2016,0,0,0
Robbert Kemperman,Netherlands,2020,0,0,0
Robbertus Ehrens,Netherlands,1988,0,0,0
Robbie Cordemans,Netherlands,1996,0,0,0
Robbie Cordemans,Netherlands,2000,0,0,0
Robbie Cordemans,Netherlands,2004,0,0,0
Robbie Cordemans,Netherlands,2008,0,0,0
Robbie Fergusson,Great Britain,2020,0,0,0
Robbie Kostadinovich,Switzerland,1996,0,0,0
Robbie Manson,New Zealand,2024,0,0,0
Robbie Taylor,Canada,2000,0,0,0
Robbyn Hermitage,Canada,2000,0,0,0
Robeilys Peinado,Venezuela,2020,0,0,0
Robeilys Peinado,Venezuela,2024,0,0,0
Robeiro Gaviria,Colombia,1992,0,0,0
Robeisy Carrazana,Cuba,2012,1,0,0
Robeisy Carrazana,Cuba,2016,1,0,0
Robel Habte,Ethiopia,2016,0,0,0
Robelis Sanquet,Cuba,2012,0,0,1
Robenlson Jesus,Brazil,2008,0,0,0
Robenlson Jesus,Brazil,2012,0,0,0
Robenlson Jesus,Brazil,2016,0,0,0
Robert Acea,Cuba,2008,0,0,0
Robert Acquafresca,Italy,2008,0,0,0
Robert Andersson,Sweden,1992,0,1,0
Robert Andersson,Sweden,1996,0,1,0
Robert Andrews,United States,2016,0,0,0
Robert Andrzejuk,Poland,2008,0,1,0
Robert Baird,Canada,1992,0,0,0
Robert Bale,Great Britain,2012,0,0,0
Robert Ball,Australia,2000,0,0,0
Robert Ballard,Australia,1988,0,0,0
Robert Baran,Poland,2016,0,0,0
Robert Baran,Poland,2024,0,0,0
Robert Barel,Netherlands,2000,0,0,0
Robert Bartko,Germany,1996,0,0,0
Robert Bartko,Germany,2000,2,0,0
Robert Bartko,Germany,2004,0,0,0
Robert Bauer,Germany,2016,0,1,0
Robert Berland,United States,1984,0,1,0
Robert Berland,United States,1988,0,0,0
Robert Billingham,United States,1988,0,1,0
Robert Bird,Canada,1988,0,0,0
Robert Bird,Canada,2000,0,0,0
Robert Blair,Great Britain-2,2004,0,0,0
Robert Blaschka,Austria,1984,0,0,0
Robert Blaschka,Austria,1992,0,0,0
Robert Bogar,Slovenia,2012,0,0,0
Robert Bogar,Slovenia,2016,0,0,0
Robert Booth,Australia,1984,0,0,0
Robert Bouten,Netherlands,2008,0,0,0
Robert Braknis,Canada,1996,0,0,0
Robert Brown,Canada,1992,0,0,0
Robert Bruce,Australia,1988,0,0,0
Robert Bruniges,Great Britain,1984,0,0,0
Robert Bryan,United States-1,2004,0,0,0
Robert Bryan,United States-1,2008,0,0,1
Robert Bryan,United States-1,2012,1,0,0
Robert Bryan,United States-2,2012,0,0,0
Robert Bryant,Australia,1984,0,0,0
Robert Buda,Poland,1992,0,0,0
Robert Burns,Australia,1988,0,0,0
Robert Cannon,United States,1988,0,0,0
Robert Castella,Australia,1984,0,0,0
Robert Castella,Australia,1988,0,0,0
Robert Castella,Australia,1992,0,0,0
Robert Cattrall,Great Britain,1984,0,0,1
Robert Chernoff,Canada,1984,0,0,0
Robert Cheyne,Canada,1984,0,0,0
Robert Ciba,Poland,1992,0,0,0
Robert Clift,Great Britain,1988,1,0,0
Robert Clift,Great Britain,1992,0,0,0
Robert Costello,United States,2000,0,0,0
Robert Coull,Great Britain,1988,0,0,0
Robert Crane,United States,2012,0,0,0
Robert Crowe,Australia,1992,0,0,0
Robert Cruickshank,Great Britain,1992,0,0,1
Robert Ctvrtlik,United States,1988,1,0,0
Robert Ctvrtlik,United States,1992,0,0,1
Robert Ctvrtlik,United States,1996,0,0,0
Robert Daly,Ireland,2000,0,0,0
Robert Davidson,Australia,1988,0,0,0
Robert Davidson,Australia,1992,0,0,0
Robert Dawson,Canada,1992,0,0,0
Robert Denmark,Great Britain,1992,0,0,0
Robert Denmark,Great Britain,2000,0,0,0
Robert Dennis,Liberia,1996,0,0,0
Robert Dickey,United States,1996,0,0,1
Robert Dickson,Ireland,2020,0,0,0
Robert Dickson,Ireland,2024,0,0,0
Robert Dinu,Romania,1996,0,0,0
Robert Djokovich,United States,1984,0,0,0
Robert Doak,Australia,1984,0,0,0
Robert Doga,Poland,2004,0,0,0
Robert Doga,Poland,2008,0,0,0
Robert Dover,United States,1984,0,0,0
Robert Dover,United States,1988,0,0,0
Robert Dover,United States,1992,0,0,1
Robert Dover,United States,1996,0,0,1
Robert Dover,United States,2000,0,0,1
Robert Dover,United States,2004,0,0,1
Robert Drontmann,Netherlands,1988,0,0,0
Robert Ducey,Canada,2004,0,0,0
Robert Dunkley,Bahamas,1996,0,0,0
Robert Dunn,Australia,1988,0,0,0
Robert Dunn,United States,1996,0,0,0
Robert Eastham,New Zealand,2008,0,0,0
Robert Ebenik,Yugoslavia,1988,0,0,0
Robert Edmonds,Australia,1984,0,0,0
Robert Edwards,Australia,2020,0,0,0
